keyword,video
loss of virginity,89931
san francisco,99006
loss of virginity,43103
loss of virginity,98025
loss of virginity,32868
loss of virginity,49020
loss of virginity,194481
loss of virginity,18113
slum,15865
immigrant,48211
department store,43257
loss of virginity,10995
slum,37025
loss of virginity,12795
slum,108949
san francisco,28325
department store,82283
department store,10147
department store,34376
slum,7343
san francisco,8141
san francisco,59101
san francisco,20802
san francisco,11851
san francisco,107774
san francisco,5178
san francisco,984
san francisco,371738
san francisco,628
san francisco,10869
san francisco,38073
san francisco,10204
san francisco,278758
san francisco,25105
san francisco,11863
san francisco,1927
san francisco,118139
san francisco,8860
department store,43599
slum,17654
department store,14940
department store,11881
department store,23805
department store,4171
department store,70807
department store,927
slum,49393
journalist,9749
immigrant,287426
department store,924
san francisco,11850
san francisco,95046
immigrant,70410
immigrant,38722
department store,156320
san francisco,72338
san francisco,963
department store,10510
san francisco,16227
journalist,10354
slum,8443
slum,868
department store,18174
san francisco,171964
san francisco,1879
san francisco,592
san francisco,28663
slum,52362
san francisco,28434
slum,800
journalist,118536
san francisco,402
journalist,7007
journalist,10640
journalist,38745
department store,9534
journalist,1924
journalist,16130
journalist,25196
department store,184824
department store,42305
department store,80771
department store,10019
department store,29595
fashion model,1052
immigrant,10935
immigrant,2539
immigrant,64015
immigrant,15577
immigrant,45958
immigrant,272602
journalist,211067
immigrant,185602
immigrant,11093
immigrant,8280
immigrant,148807
immigrant,31875
san francisco,44669
slum,1725
fashion model,97211
immigrant,16636
journalist,14078
immigrant,47249
immigrant,3131
san francisco,3766
slum,53287
fashion model,348677
slum,45318
journalist,354859
san francisco,52772
slum,92
haunted house,14604
san francisco,25551
haunted house,288158
slum,3554
haunted house,359255
immigrant,61934
haunted house,423536
slum,109886
slum,70748
immigrant,16
immigrant,469
immigrant,46798
haunted house,10014
fashion model,23724
fashion model,11054
haunted house,11056
slum,8439
pokémon,36218
slum,7347
pokémon,350499
haunted house,32428
haunted house,13564
immigrant,416477
fashion model,9398
immigrant,442640
slum,527
pokémon,34065
immigrant,47653
waitress,10660
immigrant,16427
fashion model,329833
fashion model,327083
immigrant,8841
slum,12405
fashion model,153913
fashion model,112618
fashion model,10885
waitress,36288
amazon rainforest,104718
fashion model,2760
immigrant,196802
haunted house,47553
pokémon,10228
waitress,8281
amazon rainforest,373442
immigrant,101
amazon rainforest,11532
haunted house,184345
immigrant,150093
immigrant,34666
pokémon,10991
immigrant,334557
pokémon,47292
waitress,47866
waitress,475
haunted house,257345
amazon rainforest,211411
amazon rainforest,172385
immigrant,1725
immigrant,253304
waitress,24405
haunted house,32250
pokémon,227679
waitress,12586
haunted house,166271
amazon rainforest,336808
pokémon,25961
pokémon,245170
amazon rainforest,84562
immigrant,55720
haunted house,3021
haunted house,25623
immigrant,429107
immigrant,42683
waitress,51588
haunted house,200549
waitress,57655
haunted house,2655
haunted house,293572
pokémon,12600
waitress,37408
haunted house,324986
haunted house,72834
pokémon,115223
pokémon,36897
pokémon,34067
pokémon,88557
immigrant,43442
cocaine,38087
waitress,112
cocaine,11968
pokémon,50087
immigrant,302376
amazon rainforest,8689
cocaine,53482
cocaine,1557
cocaine,34875
cocaine,17740
waitress,91926
cocaine,407806
haunted house,11772
cocaine,317952
cocaine,292431
haunted house,341957
immigrant,1549
waitress,11521
haunted house,243688
immigrant,51242
waitress,39503
cocaine,436
immigrant,41552
immigrant,196907
immigrant,44072
immigrant,60855
immigrant,26173
waitress,10051
cocaine,26665
cocaine,396004
haunted house,234212
immigrant,241239
haunted house,28377
cocaine,10151
waitress,2566
waitress,1957
haunted house,407389
waitress,1364
haunted house,326247
haunted house,253306
immigrant,10978
cocaine,434873
waitress,19901
waitress,82501
haunted house,15718
cocaine,8443
cocaine,9319
cocaine,1696
cocaine,21900
cocaine,546
waitress,93350
cocaine,9401
cocaine,111
haunted house,45729
cocaine,23954
cocaine,20980
cocaine,10029
haunted house,84577
haunted house,20472
haunted house,68636
haunted house,71945
haunted house,19592
waitress,8214
immigrant,15325
haunted house,40446
cocaine,377516
haunted house,16175
giant animal,17692
haunted house,14833
waitress,34796
waitress,889
haunted house,29095
haunted house,214990
immigrant,5717
haunted house,44203
haunted house,91586
haunted house,124042
haunted house,58083
haunted house,245627
haunted house,26015
immigrant,44750
waitress,18072
haunted house,21970
immigrant,157849
haunted house,16373
cocaine,53117
immigrant,152599
waitress,82260
immigrant,103902
immigrant,114033
cocaine,12109
immigrant,10412
cocaine,30877
cocaine,124071
immigrant,32716
waitress,111100
haunted house,30997
waitress,353979
immigrant,34752
waitress,1541
haunted house,10756
waitress,546
cocaine,40876
haunted house,29756
cocaine,75345
haunted house,16079
giant animal,42245
immigrant,80521
haunted house,13343
giant animal,38761
waitress,77
giant animal,10730
haunted house,381032
rocket fired grenade,8536
challenge,1375
giant animal,42182
waitress,46869
cocaine,21356
haunted house,138730
haunted house,382602
waitress,7839
haunted house,201085
cocaine,391486
waitress,10285
cocaine,29047
waitress,79548
challenge,31378
trespass,22758
cocaine,13820
cocaine,9644
trespass,10328
cocaine,23683
haunted house,41848
waitress,28775
waitress,59441
challenge,44250
haunted house,16182
waitress,18820
waitress,293768
cocaine,19244
haunted house,378607
cocaine,10296
cocaine,3509
cocaine,80267
cocaine,362046
cocaine,180863
cocaine,796
cocaine,381075
waitress,117800
cocaine,14441
challenge,15022
waitress,2898
challenge,3592
waitress,41003
waitress,126517
arachnophobia,6488
waitress,28757
arachnophobia,104308
waitress,22621
french countryside,52369
waitress,159
waitress,276635
french countryside,5000
school friend,9592
waitress,16153
french countryside,10239
challenge,110643
waitress,44606
cocaine,70578
school friend,61202
school friend,1838
waitress,37820
cocaine,434
waitress,22692
waitress,12257
cocaine,14761
haunted house,22060
cocaine,1912
skating,16562
waitress,1968
waitress,38073
waitress,79308
skating,166680
waitress,10758
taskmaster,1893
taskmaster,1885
taskmaster,146
waitress,32027
vase,29074
taskmaster,113
vase,4516
school friend,11904
vase,11392
severed hand,20701
severed hand,40969
waitress,13385
champagne,6620
champagne,16539
champagne,13704
champagne,12657
champagne,17281
champagne,1277
champagne,14215
champagne,267091
champagne,24197
black humor,49843
black humor,2907
champagne,17824
waitress,15417
black humor,214735
black humor,45585
black humor,10288
waitress,62728
severed hand,19095
black humor,1694
black humor,14606
waitress,28891
severed hand,626
waitress,1365
black humor,62012
severed hand,29794
waitress,9584
black humor,814
severed hand,26259
severed hand,10781
waitress,56724
black humor,129139
waitress,145995
severed hand,28452
severed hand,3079
severed hand,12619
black humor,24152
severed hand,42149
severed hand,41020
black humor,17006
severed hand,42455
black humor,58416
black humor,401544
black humor,50204
black humor,11428
waitress,43905
city country contrast,14170
black humor,32202
black humor,51871
black humor,348678
black humor,42989
city country contrast,2022
haunted house,11449
city country contrast,73563
waitress,1989
alien,42872
secret intelligence service,710
alien,52204
haunted house,314065
waitress,58631
secret intelligence service,658
secret intelligence service,34388
secret intelligence service,708
waitress,18168
secret intelligence service,253
secret intelligence service,657
secret intelligence service,714
waitress,36536
waitress,31253
secret intelligence service,691
alien,12589
secret intelligence service,9978
secret intelligence service,667
secret intelligence service,646
billboard,36759
haunted house,53950
haunted house,193603
alien,10122
alien,9016
alien,27625
alien,18724
alien,34812
alien,31396
alien,61591
alien,12122
alien,9348
alien,2067
alien,55952
billboard,20127
alien,27351
alien,11864
secret intelligence service,699
alien,39916
alien,58997
cocaine,39127
alien,16866
secret intelligence service,700
kansas,3089
kansas,47508
alien,74629
alien,44796
alien,57812
alien,22825
alien,1811
alien,266433
alien,17938
alien,2114
alien,129089
alien,9599
alien,26947
alien,9849
alien,21910
alien,1091
kansas,91737
cocaine,8064
alien,5126
haunted house,44698
alien,75564
alien,68179
kansas,11558
tv show,9414
kansas,40639
tv show,9722
kansas,15740
kansas,149114
haunted house,359246
haunted house,1933
haunted house,51359
kansas,630
alien,24047
kansas,77780
cocaine,319
haunted house,4257
haunted house,11601
haunted house,52702
haunted house,86068
haunted house,5481
haunted house,380124
haunted house,28794
haunted house,283445
haunted house,16372
cocaine,468
alien,30299
kansas,10127
tv show,12658
haunted house,406052
tv show,374205
kansas,11293
kansas,3980
tv show,8872
kansas,7012
tv show,2657
tv show,9275
tv show,11450
tv show,11374
tv show,262
kansas,15759
alien,63088
tv show,3291
tv show,191024
tv show,4516
haunted house,47453
tv show,25562
tv show,14112
tv show,2976
tv show,76360
tv show,508
tv show,17421
tv show,11598
tv show,21506
tv show,38749
tv show,120149
tv show,837
tv show,29444
tv show,1912
tv show,8414
tv show,41084
tv show,14220
tv show,126781
tv show,5465
tv show,303858
deaf-mute,21208
deaf-mute,323426
deaf-mute,271397
deaf-mute,13184
alien,347847
deaf-mute,3173
kansas,129974
deaf-mute,61194
deaf-mute,678
space carrier,10350
alien,54287
kansas,37272
alien,348
haunted house,14980
kansas,17660
haunted house,52263
kansas,250538
exit,11120
kansas,9672
deaf-mute,16328
carnival,28100
haunted house,415255
deaf-mute,7345
haunted house,26679
carnival,19169
deaf-mute,381645
deaf-mute,376570
deaf-mute,2054
deaf-mute,6037
carnival,29419
alien,49529
deaf-mute,97449
carnival,13555
haunted house,11415
deaf-mute,312
alien,50357
carnival,284564
exit,4836
deaf-mute,1164
haunted house,10790
carnival,29343
carnival,164687
haunted house,11618
alien,52199
carnival,43350
carnival,15422
panic,40761
haunted house,609
panic,643
panic,27429
alien,67317
panic,116463
panic,10671
panic,20465
panic,7191
panic,579
panic,83
panic,85510
haunted house,27214
carnival,10402
alien,8410
panic,11838
panic,597
panic,21266
deaf-mute,1890
carnival,28198
carnival,171045
panic,14458
car chase,2163
car chase,141733
car chase,294652
car chase,36349
car chase,11576
car chase,11859
car chase,916
alien,9982
carnival,38631
deaf-mute,9813
car chase,339403
car chase,2502
car chase,116445
carnival,77291
carnival,40341
car chase,1571
car chase,325348
car chase,353879
carnival,97367
alien,218784
car chase,41076
haunted house,115451
carnival,41035
pacific theater,18146
carnival,382322
pacific theater,38766
carnival,9681
panic,10200
alien,387801
carnival,42254
carnival,11293
car chase,1948
pacific theater,18784
car chase,5742
car chase,89602
carnival,43381
car chase,105853
carnival,52395
car chase,99846
carnival,10579
alien,106070
car chase,180948
car chase,2124
carnival,47631
car chase,242582
pacific theater,1251
alien,17654
pacific theater,69847
car chase,21950
carnival,168228
carnival,38775
decoy,39314
car chase,2501
alien,24559
decoy,40161
car chase,46743
carnival,32027
car chase,44005
alien,4858
alien,53985
alien,16356
panic,109414
alien,37467
alien,97370
carnival,13008
alien,299687
panic,24739
alien,269711
alien,339964
decoy,4917
alien,257006
carnival,224414
alien,10153
alien,92779
decoy,787
decoy,8866
carnival,4762
car chase,38996
carnival,24808
decoy,12089
decoy,3132
carnival,336313
car chase,10536
car chase,96
car chase,9679
car chase,988
car chase,306
car chase,35453
car chase,80196
alien,19384
car chase,9737
falsely accused,9417
alien,11297
car chase,293768
falsely accused,4419
car chase,218
panic,29723
carnival,10895
falsely accused,23717
falsely accused,12113
panic,839
cure,71943
cure,9920
cure,9096
alien,13836
cure,340837
journalism,3085
cure,339984
alien,145221
alien,103578
alien,40983
alien,55949
alien,31275
alien,31119
alien,26889
carnival,36536
congress,16995
congress,10618
alien,27042
alien,44693
alien,35668
alien,50153
car chase,10117
alien,105538
congress,51447
alien,21316
alien,258193
car chase,9873
congress,14902
congress,6538
falsely accused,74308
congress,100420
car chase,25473
falsely accused,46119
car chase,10859
falsely accused,710
congress,24481
falsely accused,4479
falsely accused,37992
falsely accused,1978
falsely accused,764
falsely accused,26827
falsely accused,861
falsely accused,20298
falsely accused,4546
falsely accused,708
falsely accused,847
falsely accused,381
falsely accused,39558
falsely accused,1368
journalism,12626
falsely accused,62876
journalism,449742
journalism,65754
journalism,25364
journalism,11417
journalism,310
journalism,296178
journalism,45046
journalism,314365
journalism,5353
journalism,16635
alien,286657
journalism,110830
falsely accused,150338
falsely accused,19215
falsely accused,9798
journalism,242582
alien,25977
congress,7512
falsely accused,11086
alien,18
falsely accused,856
falsely accused,41666
car chase,76640
falsely accused,87267
congress,75
alien,1858
car chase,227159
car chase,64690
car chase,1572
car chase,15698
promiscuous mother,11023
journalism,13372
car chase,49712
car chase,28789
alien,86828
car chase,34598
big corporation,4723
journalism,13005
big corporation,15136
alien,17874
alien,222872
alien,109122
alien,16231
alien,39513
alien,2210
alien,2675
alien,44943
alien,119685
alien,260372
alien,6884
alien,31280
alien,28538
alien,831
alien,49050
alien,27642
alien,57597
alien,12702
alien,40217
alien,19757
alien,20980
alien,7191
alien,10127
big corporation,288931
car chase,64494
alien,6795
alien,59197
car chase,9739
car chase,283589
falsely accused,183871
big corporation,34777
journalism,269
falsely accused,4415
alien,280495
falsely accused,2762
journalism,10909
car chase,9654
background singer,17906
alien,29416
journalism,109443
journalism,39798
journalism,84907
falsely accused,839
background singer,1125
journalism,68053
man man relationship,27099
journalism,600
man man relationship,165027
journalism,253775
man man relationship,1415
journalism,279641
heaven,13014
heaven,1649
falsely accused,31997
heaven,38874
falsely accused,4412
alien,66881
alien,167
heaven,1373
journalism,16508
journalism,11598
alien,19378
journalism,398
journalism,18889
journalism,10629
alien,27179
heaven,144792
car chase,40805
journalism,9729
alien,20856
journalism,350
car chase,11950
heaven,42010
heaven,3064
heaven,12159
heaven,8067
heaven,36505
heaven,12186
heaven,21712
heaven,795
sponsorship,1375
heaven,9997
heaven,17962
prisoners of war,5925
sponsorship,4942
