"from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"LGA","BTV","Piedmont Airlines",1,50,19,484,258
"LGA","BUF","Piedmont Airlines",44,1628,1058,483,292
"LGA","BWI","Piedmont Airlines",119,4403,2374,483,185
"LGA","CHO","Piedmont Airlines",54,1998,1167,483,305
"LGA","IAD","Piedmont Airlines",77,2849,1469,483,229
"LGA","ITH","Piedmont Airlines",56,2072,800,483,178
"LGA","MDT","Piedmont Airlines",53,1961,459,483,157
"LGA","MHT","Piedmont Airlines",77,2849,1407,483,195
"LGA","MHT","Piedmont Airlines",1,50,9,484,195
"LGA","ORF","Piedmont Airlines",52,1924,1162,483,296
"LGA","ORF","Piedmont Airlines",1,50,24,484,296
"LGA","PHL","Piedmont Airlines",320,11840,7110,483,96
"LGA","PHL","Piedmont Airlines",10,500,355,484,96
"LGA","PVD","Piedmont Airlines",52,1924,717,483,143
"LGA","PWM","Piedmont Airlines",56,2072,1417,483,270
"LGA","ROA","Piedmont Airlines",52,1924,977,483,405
"LGA","ROC","Piedmont Airlines",73,2701,2176,483,254
"LGA","ROC","Piedmont Airlines",1,50,33,484,254
"LGA","SBY","Piedmont Airlines",1,37,13,483,190
"LGA","SYR","Piedmont Airlines",90,3330,2347,483,198
"LYH","CLT","Piedmont Airlines",19,703,529,483,175
"LYH","CLT","Piedmont Airlines",123,6150,4373,484,175
"MDT","BOS","Piedmont Airlines",23,851,349,483,335
"MDT","ELM","Piedmont Airlines",1,37,25,483,136
"MDT","LGA","Piedmont Airlines",53,1961,383,483,157
"MDT","PHL","Piedmont Airlines",211,7807,4142,483,83
"MDT","PHL","Piedmont Airlines",18,900,534,484,83
"MHT","LGA","Piedmont Airlines",77,2849,1167,483,195
"MHT","LGA","Piedmont Airlines",1,50,26,484,195
"MHT","PHL","Piedmont Airlines",4,148,49,483,290
"OAJ","CLT","Piedmont Airlines",5,185,128,483,191
"OAJ","CLT","Piedmont Airlines",8,400,238,484,191
"ORF","LGA","Piedmont Airlines",28,1036,623,483,296
"ORF","LGA","Piedmont Airlines",1,50,16,484,296
"ORF","PHL","Piedmont Airlines",48,1776,981,483,211
"ORF","PHL","Piedmont Airlines",4,200,124,484,211
"PGV","CLT","Piedmont Airlines",7,259,148,483,203
"PGV","CLT","Piedmont Airlines",21,1050,748,484,203
"PHF","CLT","Piedmont Airlines",5,185,130,483,282
"PHF","CLT","Piedmont Airlines",18,900,465,484,282
"PHF","PHL","Piedmont Airlines",107,3959,2559,483,200
"PHF","PHL","Piedmont Airlines",25,1250,613,484,200
"PHL","ABE","Piedmont Airlines",24,888,540,483,55
"PHL","ABE","Piedmont Airlines",44,2200,1298,484,55
"PHL","ALB","Piedmont Airlines",23,851,620,483,212
"PHL","AVP","Piedmont Airlines",73,2701,1966,483,105
"PHL","AVP","Piedmont Airlines",1,50,34,484,105
"PHL","BGM","Piedmont Airlines",41,1517,839,483,165
"PHL","BTV","Piedmont Airlines",1,37,33,483,336
"PHL","BUF","Piedmont Airlines",22,814,577,483,279
"PHL","BWI","Piedmont Airlines",44,1628,1167,483,90
"PHL","BWI","Piedmont Airlines",32,1600,1064,484,90
"PHL","CHO","Piedmont Airlines",56,2072,949,483,210
"PHL","CHO","Piedmont Airlines",2,100,44,484,210
"PHL","CLT","Piedmont Airlines",1,50,2,484,448
"PHL","DCA","Piedmont Airlines",16,592,321,483,119
"PHL","ELM","Piedmont Airlines",61,2257,1733,483,180
"PHL","ELM","Piedmont Airlines",3,150,106,484,180
"PHL","ERI","Piedmont Airlines",74,2738,1887,483,300
"PHL","ERI","Piedmont Airlines",16,800,605,484,300
"PHL","EWR","Piedmont Airlines",33,1221,879,483,81
"PHL","EWR","Piedmont Airlines",99,4950,3876,484,81
"PHL","HPN","Piedmont Airlines",119,4403,2877,483,116
"PHL","HPN","Piedmont Airlines",4,200,89,484,116
"PHL","HVN","Piedmont Airlines",113,4181,3091,483,157
"PHL","HVN","Piedmont Airlines",2,100,86,484,157
"PHL","IPT","Piedmont Airlines",81,2997,1690,483,129
"PHL","IPT","Piedmont Airlines",1,50,9,484,129
"PHL","ISP","Piedmont Airlines",20,740,585,483,130
"PHL","ISP","Piedmont Airlines",39,1950,1485,484,130
"PHL","ITH","Piedmont Airlines",68,2516,1725,483,192
"PHL","ITH","Piedmont Airlines",35,1750,1118,484,192
"PHL","LGA","Piedmont Airlines",344,12728,7750,483,96
"PHL","LGA","Piedmont Airlines",8,400,302,484,96
"PHL","MDT","Piedmont Airlines",204,7548,4311,483,83
"PHL","MDT","Piedmont Airlines",16,800,473,484,83
"PHL","MHT","Piedmont Airlines",4,148,65,483,290
"PHL","ORF","Piedmont Airlines",29,1073,598,483,211
"PHL","ORF","Piedmont Airlines",4,200,117,484,211
"PHL","PHF","Piedmont Airlines",98,3626,1848,483,200
"PHL","PHF","Piedmont Airlines",35,1750,912,484,200
"PHL","PVD","Piedmont Airlines",1,37,12,483,238
"PHL","RIC","Piedmont Airlines",17,629,282,483,198
"PHL","RIC","Piedmont Airlines",7,350,103,484,198
"PHL","ROA","Piedmont Airlines",18,666,236,483,310
"PHL","ROA","Piedmont Airlines",47,2350,763,484,310
"PHL","ROC","Piedmont Airlines",65,2405,1491,483,257
"PHL","ROC","Piedmont Airlines",2,100,76,484,257
"PHL","SBY","Piedmont Airlines",106,3922,2424,483,106
"PHL","SBY","Piedmont Airlines",10,500,263,484,106
"PHL","SCE","Piedmont Airlines",66,2442,1451,483,153
"PHL","SCE","Piedmont Airlines",4,200,104,484,153
"PHL","SWF","Piedmont Airlines",55,2035,1597,483,128
"PHL","SWF","Piedmont Airlines",3,150,85,484,128
"PHL","SYR","Piedmont Airlines",40,1480,881,483,228
"PHL","SYR","Piedmont Airlines",2,100,65,484,228
"PVD","LGA","Piedmont Airlines",49,1813,495,483,143
"PVD","PHL","Piedmont Airlines",5,185,62,483,238
"PWM","LGA","Piedmont Airlines",56,2072,1250,483,270
"RIC","PHL","Piedmont Airlines",17,629,404,483,198
"RIC","PHL","Piedmont Airlines",7,350,216,484,198
"ROA","CLT","Piedmont Airlines",10,370,316,483,155
"ROA","CLT","Piedmont Airlines",59,2950,2381,484,155
"ROA","LGA","Piedmont Airlines",55,2035,1022,483,405
"ROA","PHL","Piedmont Airlines",38,1406,684,483,310
"ROA","PHL","Piedmont Airlines",34,1700,946,484,310
"ROC","DCA","Piedmont Airlines",4,148,102,483,296
"ROC","LGA","Piedmont Airlines",91,3367,2250,483,254
"ROC","LGA","Piedmont Airlines",2,100,57,484,254
"ROC","PHL","Piedmont Airlines",44,1628,1272,483,257
"ROC","PHL","Piedmont Airlines",2,100,97,484,257
"SAV","CLT","Piedmont Airlines",1,37,7,483,213
"SBY","CLT","Piedmont Airlines",14,518,376,483,370
"SBY","CLT","Piedmont Airlines",57,2850,2249,484,370
"SBY","PHL","Piedmont Airlines",113,4181,2468,483,106
"SBY","PHL","Piedmont Airlines",5,250,110,484,106
"SCE","PHL","Piedmont Airlines",67,2479,1687,483,153
"SCE","PHL","Piedmont Airlines",4,200,106,484,153
"SWF","PHL","Piedmont Airlines",55,2035,1347,483,128
"SWF","PHL","Piedmont Airlines",3,150,65,484,128
"SYR","DCA","Piedmont Airlines",4,148,89,483,298
"SYR","LGA","Piedmont Airlines",90,3330,2045,483,198
"SYR","PHL","Piedmont Airlines",41,1517,1186,483,228
"SYR","PHL","Piedmont Airlines",2,100,73,484,228
"TRI","CLT","Piedmont Airlines",15,555,317,483,120
"TRI","CLT","Piedmont Airlines",69,3450,2171,484,120
"TYS","CLT","Piedmont Airlines",4,148,101,483,177
"BFD","CLE","Gulfstream Int",26,494,188,405,168
"BFD","JHW","Gulfstream Int",48,912,251,405,40
"CLE","BFD","Gulfstream Int",19,361,199,405,168
"CLE","DUJ","Gulfstream Int",55,1045,314,405,154
"CLE","FKL","Gulfstream Int",44,836,221,405,103
"CLE","JHW","Gulfstream Int",55,1045,429,405,143
"CLE","LWB","Gulfstream Int",6,114,8,405,257
"CLE","PKB","Gulfstream Int",96,1824,567,405,144
"DUJ","BFD","Gulfstream Int",3,57,1,405,45
"DUJ","CLE","Gulfstream Int",54,1026,323,405,154
"DUJ","FKL","Gulfstream Int",45,855,220,405,52
"EYW","FLL","Gulfstream Int",100,1900,934,405,145
"EYW","TPA","Gulfstream Int",130,2470,1359,405,240
"FKL","CLE","Gulfstream Int",45,855,280,405,103
"FKL","DUJ","Gulfstream Int",45,855,157,405,52
"FLL","EYW","Gulfstream Int",105,1995,1158,405,145
"FLL","PBI","Gulfstream Int",1,19,5,405,42
"FLL","TLH","Gulfstream Int",45,855,340,405,393
"FLL","TPA","Gulfstream Int",30,570,254,405,197
"JHW","BFD","Gulfstream Int",52,988,242,405,40
"JHW","CLE","Gulfstream Int",49,931,430,405,143
"JHW","DUJ","Gulfstream Int",1,19,1,405,70
"JHW","FKL","Gulfstream Int",1,19,8,405,62
"LWB","CLE","Gulfstream Int",6,114,13,405,257
"MCO","MIA","Gulfstream Int",132,2508,1594,405,193
"MCO","PNS","Gulfstream Int",74,1406,595,405,380
"MCO","TLH","Gulfstream Int",57,1083,204,405,227
"MCO","TPA","Gulfstream Int",1,19,2,405,80
"MIA","MCO","Gulfstream Int",134,2546,1684,405,193
"MIA","TPA","Gulfstream Int",117,2223,931,405,204
"PBI","FLL","Gulfstream Int",5,95,3,405,42
"PBI","MCO","Gulfstream Int",1,19,4,405,142
"PBI","TLH","Gulfstream Int",37,703,192,405,364
"PKB","CLE","Gulfstream Int",96,1824,561,405,144
"PNS","MCO","Gulfstream Int",73,1387,749,405,380
"PNS","TPA","Gulfstream Int",90,1710,848,405,330
"TLH","FLL","Gulfstream Int",46,874,384,405,393
"TLH","MCO","Gulfstream Int",55,1045,309,405,227
"TLH","PBI","Gulfstream Int",38,722,170,405,364
"TLH","TPA","Gulfstream Int",85,1615,714,405,200
"TPA","EYW","Gulfstream Int",126,2394,1582,405,240
"TPA","FLL","Gulfstream Int",33,627,277,405,197
"TPA","MCO","Gulfstream Int",3,57,15,405,80
"TPA","MIA","Gulfstream Int",119,2261,1269,405,204
"TPA","PNS","Gulfstream Int",90,1710,700,405,330
"TPA","TLH","Gulfstream Int",85,1615,653,405,200
"ABE","EWR","Colgan Air",2,148,47,482,67
"ABE","IAD","Colgan Air",121,4114,2626,456,160
"ACT","IAH","Colgan Air",99,3366,1294,456,159
"AEX","IAH","Colgan Air",78,2652,1575,456,190
"ALB","BOS","Colgan Air",47,1598,370,456,145
"ALB","EWR","Colgan Air",56,4144,2353,482,143
"ALB","MHT","Colgan Air",1,34,2,456,121
"AOO","IAD","Colgan Air",20,680,96,456,104
"AOO","JST","Colgan Air",49,1666,451,456,27
"BDL","EWR","Colgan Air",1,74,27,482,115
"BGM","IAD","Colgan Air",114,3876,2355,456,238
"BGR","BOS","Colgan Air",1,34,6,456,201
"BHB","BOS","Colgan Air",68,2312,351,456,196
"BHB","PQI","Colgan Air",1,34,24,456,155
"BKW","IAD","Colgan Air",19,646,122,456,215
"BKW","SHD","Colgan Air",21,714,53,456,126
"BOS","ALB","Colgan Air",49,1666,557,456,145
"BOS","BDL","Colgan Air",1,74,27,482,91
"BOS","BGR","Colgan Air",1,34,2,456,201
"BOS","BHB","Colgan Air",69,2346,444,456,196
"BOS","EWR","Colgan Air",69,5106,3772,482,200
"BOS","PBG","Colgan Air",80,2720,1152,456,201
"BOS","PQI","Colgan Air",77,2618,1195,456,332
"BOS","SYR","Colgan Air",79,2686,1135,456,264
"BPT","IAH","Colgan Air",126,4284,1049,456,79
"BTV","EWR","Colgan Air",38,2812,1759,482,266
"BUF","ABE","Colgan Air",1,74,40,482,232
"BUF","CLE","Colgan Air",12,888,344,482,192
"BUF","EWR","Colgan Air",117,8658,5645,482,282
"BWI","CLE","Colgan Air",79,5846,3902,482,314
"BWI","EWR","Colgan Air",30,2220,1208,482,169
"CHO","IAD","Colgan Air",120,4080,2854,456,77
"CKB","IAD","Colgan Air",30,1020,600,456,151
"CKB","MGW","Colgan Air",48,1632,842,456,29
"CLE","BUF","Colgan Air",11,814,528,482,192
"CLE","BWI","Colgan Air",80,5920,3686,482,314
"CLE","ORD","Colgan Air",116,8584,5975,482,316
"CLE","RDU","Colgan Air",16,1184,837,482,416
"CLL","IAH","Colgan Air",180,6120,2864,456,74
"CMH","EWR","Colgan Air",50,3700,2256,482,462
"CRW","DCA","Colgan Air",77,2618,1347,456,249
"CRW","IAD","Colgan Air",112,3808,2049,456,227
"DCA","CRW","Colgan Air",79,2686,1108,456,249
"DCA","EWR","Colgan Air",54,3996,1765,482,199
"DRT","IAH","Colgan Air",58,1972,1003,456,342
"EWR","ALB","Colgan Air",57,4218,2128,482,143
"EWR","BOS","Colgan Air",68,5032,3222,482,200
"EWR","BTV","Colgan Air",39,2886,1994,482,266
"EWR","BUF","Colgan Air",120,8880,5295,482,282
"EWR","BWI","Colgan Air",30,2220,882,482,169
"EWR","CMH","Colgan Air",51,3774,2162,482,462
"EWR","DCA","Colgan Air",54,3996,1747,482,199
"EWR","IAD","Colgan Air",31,2294,1114,482,213
"EWR","MYR","Colgan Air",25,1850,1031,482,550
"EWR","ORF","Colgan Air",86,6364,3256,482,284
"EWR","PHL","Colgan Air",1,74,54,482,81
"EWR","PIT","Colgan Air",113,8362,5765,482,319
"EWR","PWM","Colgan Air",105,7770,5162,482,284
"EWR","RDU","Colgan Air",144,10656,7513,482,416
"EWR","ROC","Colgan Air",62,4588,2346,482,246
"EWR","SYR","Colgan Air",28,2072,1041,482,194
"GRK","IAH","Colgan Air",137,4658,2790,456,166
"HPN","IAD","Colgan Air",88,2992,1747,456,247
"IAD","ABE","Colgan Air",123,4182,2807,456,160
"IAD","ABE","Colgan Air",1,74,7,482,160
"IAD","AOO","Colgan Air",29,986,380,456,104
"IAD","BGM","Colgan Air",116,3944,2313,456,238
"IAD","BKW","Colgan Air",18,612,96,456,215
"IAD","CHO","Colgan Air",118,4012,2461,456,77
"IAD","CKB","Colgan Air",19,646,150,456,151
"IAD","CRW","Colgan Air",114,3876,1944,456,227
"IAD","EWR","Colgan Air",31,2294,759,482,213
"IAD","HPN","Colgan Air",89,3026,1910,456,247
"IAD","JST","Colgan Air",50,1700,650,456,120
"IAD","MGW","Colgan Air",61,2074,1275,456,140
"IAD","SCE","Colgan Air",121,4114,2379,456,133
"IAD","SHD","Colgan Air",80,2720,1155,456,91
"IAH","ACT","Colgan Air",102,3468,1091,456,159
"IAH","AEX","Colgan Air",79,2686,1551,456,190
"IAH","BPT","Colgan Air",127,4318,1152,456,79
"IAH","CLL","Colgan Air",179,6086,2332,456,74
"IAH","DRT","Colgan Air",59,2006,996,456,342
"IAH","GRK","Colgan Air",138,4692,3320,456,166
"IAH","LCH","Colgan Air",157,5338,3016,456,127
"IAH","LFT","Colgan Air",50,1700,907,456,201
"IAH","MAF","Colgan Air",1,34,6,456,429
"IAH","MLU","Colgan Air",105,3570,1588,456,262
"IAH","SHV","Colgan Air",150,5100,2199,456,192
"IAH","TYR","Colgan Air",132,4488,1851,456,163
"IAH","VCT","Colgan Air",57,1938,379,456,123
"JST","AOO","Colgan Air",40,1360,193,456,27
"JST","IAD","Colgan Air",57,1938,839,456,120
"LCH","IAH","Colgan Air",157,5338,2654,456,127
"LFT","IAH","Colgan Air",50,1700,1096,456,201
"MAF","IAH","Colgan Air",1,34,2,456,429
"MGW","CKB","Colgan Air",60,2040,709,456,29
"MGW","IAD","Colgan Air",48,1632,965,456,140
"MHT","BOS","Colgan Air",1,34,2,456,45
"MLU","IAH","Colgan Air",104,3536,1805,456,262
"MYR","EWR","Colgan Air",24,1776,1063,482,550
"ORD","CLE","Colgan Air",116,8584,5547,482,316
"ORF","EWR","Colgan Air",86,6364,3490,482,284
"PBG","ALB","Colgan Air",1,34,17,456,133
"PBG","BOS","Colgan Air",80,2720,1175,456,201
"PHL","RDU","Colgan Air",1,74,54,482,336
"PIT","EWR","Colgan Air",111,8214,5312,482,319
"PQI","BHB","Colgan Air",1,34,11,456,155
"PQI","BOS","Colgan Air",76,2584,1140,456,332
"PWM","EWR","Colgan Air",105,7770,5071,482,284
"RDU","CLE","Colgan Air",16,1184,907,482,416
"RDU","EWR","Colgan Air",146,10804,8610,482,416
"ROC","EWR","Colgan Air",63,4662,2877,482,246
"SCE","IAD","Colgan Air",121,4114,2823,456,133
"SHD","BKW","Colgan Air",22,748,58,456,126
"SHD","IAD","Colgan Air",77,2618,1075,456,91
"SHV","IAH","Colgan Air",148,5032,2277,456,192
"SYR","BOS","Colgan Air",78,2652,1197,456,264
"SYR","EWR","Colgan Air",27,1998,1290,482,194
"TYR","IAH","Colgan Air",132,4488,1790,456,163
"VCT","IAH","Colgan Air",57,1938,364,456,123
"BDL","PIT","Trans States Airlines",72,3600,2427,675,406
"BNA","IAD","Trans States Airlines",35,1750,1457,675,542
"BOS","IAD","Trans States Airlines",5,250,222,675,413
"BTV","IAD","Trans States Airlines",10,500,432,675,442
"BTV","ORD","Trans States Airlines",12,600,561,675,763
"CHS","IAD","Trans States Airlines",42,2100,1251,675,441
"CID","ORD","Trans States Airlines",32,1600,1209,675,196
"CLE","IAD","Trans States Airlines",19,950,617,675,288
"CLE","ORD","Trans States Airlines",2,100,37,675,316
"CMH","IAD","Trans States Airlines",11,550,434,675,299
"CMH","ORD","Trans States Airlines",12,600,514,675,296
"CVG","IAD","Trans States Airlines",15,750,342,675,388
"CVG","ORD","Trans States Airlines",51,2550,1199,675,264
"DAY","IAD","Trans States Airlines",25,1250,806,675,368
"DAY","ORD","Trans States Airlines",34,1700,1163,675,240
"DAY","STL","Trans States Airlines",1,50,38,675,338
"DTW","IAD","Trans States Airlines",23,1150,828,675,383
"DTW","ORD","Trans States Airlines",1,50,50,675,235
"EWR","IAD","Trans States Airlines",101,5050,3831,675,213
"GSO","IAD","Trans States Airlines",18,900,591,675,239
"GSO","ORD","Trans States Airlines",41,2050,1566,675,590
"GSP","IAD","Trans States Airlines",44,2200,1584,675,383
"GSP","ORD","Trans States Airlines",31,1550,1023,675,577
"IAD","ALB","Trans States Airlines",1,50,46,675,325
"IAD","BNA","Trans States Airlines",4,200,155,675,542
"IAD","BOS","Trans States Airlines",5,250,217,675,413
"IAD","BTV","Trans States Airlines",10,500,341,675,442
"IAD","CAE","Trans States Airlines",1,50,44,675,401
"IAD","CHS","Trans States Airlines",38,1900,1288,675,441
"IAD","CLE","Trans States Airlines",19,950,617,675,288
"IAD","CMH","Trans States Airlines",12,600,537,675,299
"IAD","CVG","Trans States Airlines",4,200,137,675,388
"IAD","DAY","Trans States Airlines",27,1350,1027,675,368
"IAD","DTW","Trans States Airlines",24,1200,797,675,383
"IAD","EWR","Trans States Airlines",100,5000,4132,675,213
"IAD","GSO","Trans States Airlines",43,2150,1373,675,239
"IAD","GSP","Trans States Airlines",44,2200,1509,675,383
"IAD","MDT","Trans States Airlines",117,5850,3997,675,94
"IAD","MHT","Trans States Airlines",15,750,630,675,418
"IAD","ORF","Trans States Airlines",2,100,92,675,157
"IAD","PHL","Trans States Airlines",119,5950,4769,675,134
"IAD","PIT","Trans States Airlines",4,200,139,675,183
"IAD","PVD","Trans States Airlines",2,100,67,675,372
"IAD","RIC","Trans States Airlines",118,5900,4482,675,99
"IAD","ROA","Trans States Airlines",4,200,135,675,177
"IAD","ROC","Trans States Airlines",11,550,302,675,289
"IAD","SAV","Trans States Airlines",29,1450,950,675,515
"IAD","STL","Trans States Airlines",111,5550,3832,675,696
"IAD","SYR","Trans States Airlines",23,1150,939,675,296
"MCI","ORD","Trans States Airlines",9,450,339,675,403
"MDT","IAD","Trans States Airlines",117,5850,4027,675,94
"MDT","ORD","Trans States Airlines",45,2250,1555,675,594
"MHT","IAD","Trans States Airlines",15,750,509,675,418
"MHT","ORD","Trans States Airlines",5,250,185,675,843
"MLI","ORD","Trans States Airlines",23,1150,813,675,139
"MSN","ORD","Trans States Airlines",17,850,666,675,109
"OKC","ORD","Trans States Airlines",25,1250,916,675,693
"OMA","ORD","Trans States Airlines",35,1750,1479,675,416
"ORD","BNA","Trans States Airlines",31,1550,1305,675,409
"ORD","BTV","Trans States Airlines",12,600,521,675,763
"ORD","CHS","Trans States Airlines",2,100,47,675,760
"ORD","CID","Trans States Airlines",32,1600,862,675,196
"ORD","CLE","Trans States Airlines",2,100,40,675,316
"ORD","CMH","Trans States Airlines",14,700,612,675,296
"ORD","CVG","Trans States Airlines",61,3050,1623,675,264
"ORD","DAY","Trans States Airlines",33,1650,1148,675,240
"ORD","DTW","Trans States Airlines",1,50,44,675,235
"ORD","GSO","Trans States Airlines",15,750,609,675,590
"ORD","GSP","Trans States Airlines",27,1350,850,675,577
"ORD","MCI","Trans States Airlines",10,500,433,675,403
"ORD","MDT","Trans States Airlines",49,2450,1820,675,594
"ORD","MHT","Trans States Airlines",6,300,182,675,843
"ORD","MLI","Trans States Airlines",23,1150,864,675,139
"ORD","MSN","Trans States Airlines",17,850,672,675,109
"ORD","OKC","Trans States Airlines",25,1250,726,675,693
"ORD","OMA","Trans States Airlines",34,1700,1503,675,416
"ORD","ORF","Trans States Airlines",10,500,223,675,717
"ORD","PIT","Trans States Airlines",2,100,72,675,412
"ORD","RIC","Trans States Airlines",85,4250,2842,675,642
"ORD","ROA","Trans States Airlines",27,1350,1108,675,531
"ORD","ROC","Trans States Airlines",1,50,39,675,528
"ORD","SAV","Trans States Airlines",26,1300,1108,675,773
"ORD","SBN","Trans States Airlines",14,700,467,675,84
"ORD","SGF","Trans States Airlines",37,1850,1024,675,438
"ORD","STL","Trans States Airlines",121,6050,4357,675,258
"ORD","SYR","Trans States Airlines",50,2500,1663,675,607
"ORD","TUL","Trans States Airlines",58,2900,2006,675,585
"ORD","TYS","Trans States Airlines",2,100,67,675,475
"ORF","IAD","Trans States Airlines",11,550,449,675,157
"PHL","IAD","Trans States Airlines",119,5950,4682,675,134
"PIT","BDL","Trans States Airlines",72,3600,2492,675,406
"PIT","BTV","Trans States Airlines",1,50,25,675,454
"PIT","IAD","Trans States Airlines",5,250,191,675,183
"PIT","ORD","Trans States Airlines",1,50,32,675,412
"PIT","RDU","Trans States Airlines",75,3750,2685,675,328
"PIT","STL","Trans States Airlines",61,3050,2086,675,553
"PVD","IAD","Trans States Airlines",2,100,78,675,372
"RDU","PIT","Trans States Airlines",75,3750,2645,675,328
"RIC","CHS","Trans States Airlines",1,50,37,675,353
"RIC","IAD","Trans States Airlines",89,4450,3535,675,99
"RIC","ORD","Trans States Airlines",111,5550,3772,675,642
"ROA","IAD","Trans States Airlines",2,100,35,675,177
"ROA","ORD","Trans States Airlines",28,1400,1069,675,531
"ROA","SBN","Trans States Airlines",1,50,38,675,454
"ROC","IAD","Trans States Airlines",13,650,475,675,289
"SAV","IAD","Trans States Airlines",30,1500,1214,675,515
"SAV","ORD","Trans States Airlines",25,1250,884,675,773
"SBN","ORD","Trans States Airlines",15,750,465,675,84
"SGF","ORD","Trans States Airlines",40,2000,924,675,438
"STL","IAD","Trans States Airlines",83,4150,3234,675,696
"STL","ORD","Trans States Airlines",149,7450,5270,675,258
"STL","PIT","Trans States Airlines",62,3100,2169,675,553
"STL","SGF","Trans States Airlines",1,50,27,675,195
"SYR","IAD","Trans States Airlines",31,1550,1079,675,296
"SYR","ORD","Trans States Airlines",42,2100,1564,675,607
"TUL","ORD","Trans States Airlines",59,2950,2160,675,585
"TYS","ORD","Trans States Airlines",2,100,30,675,475
"GKN","MXY","Ellis Air Taxi Inc.",8,27,1,35,97
"ABQ","DEN","Frontier Airlines Inc.",1,120,76,644,349
"ATL","DEN","Frontier Airlines Inc.",3,360,299,644,1199
"ATL","DEN","Frontier Airlines Inc.",83,11288,9474,698,1199
"AUS","DEN","Frontier Airlines Inc.",2,240,151,644,775
"AUS","DEN","Frontier Airlines Inc.",58,7888,6138,698,775
"BKG","DEN","Frontier Airlines Inc.",2,272,160,698,664
"BNA","DEN","Frontier Airlines Inc.",2,240,85,644,1013
"BNA","DEN","Frontier Airlines Inc.",33,4488,3634,698,1013
"BOS","MKE","Frontier Airlines Inc.",81,11016,7339,698,860
"BTR","LAX","Frontier Airlines Inc.",1,136,87,698,1609
"CAK","DEN","Frontier Airlines Inc.",27,3240,2811,644,1224
"CAK","DEN","Frontier Airlines Inc.",29,3944,3245,698,1224
"DAY","DEN","Frontier Airlines Inc.",16,2592,2072,694,1084
"DAY","DEN","Frontier Airlines Inc.",44,5984,4820,698,1084
"DCA","DEN","Frontier Airlines Inc.",60,9720,8940,694,1476
"DCA","DEN","Frontier Airlines Inc.",32,4352,4203,698,1476
"DCA","IND","Frontier Airlines Inc.",1,136,127,698,499
"DCA","MKE","Frontier Airlines Inc.",82,11152,6654,698,634
"DEN","ABQ","Frontier Airlines Inc.",1,120,45,644,349
"DEN","ATL","Frontier Airlines Inc.",4,480,375,644,1199
"DEN","ATL","Frontier Airlines Inc.",83,11288,9141,698,1199
"DEN","AUS","Frontier Airlines Inc.",2,240,149,644,775
"DEN","AUS","Frontier Airlines Inc.",58,7888,5579,698,775
"DEN","BKG","Frontier Airlines Inc.",2,272,160,698,664
